id,fecha,nombre_empleado,area,actividad_realizada,tipo_incidente,descripcion_incidente,epp_casco,epp_guantes,epp_chaleco,herramientas_estado,altura_trabajo,dias_incapacidad,costo_estimado,foto_incidente
1451,2025-05-24,Nico Araujo Rodríguez,Soporte,Reparación,Sin incidente,Inspección preventiva,No usa,En buen estado,Dañado,Dañadas,No,0,0,foto_1451.jpg
1452,2025-06-03,Sandalio Carrión Sánchez,Mantenimiento,Reparación,Golpe,Golpe con herramienta,En buen estado,En buen estado,No usa,Dañadas,No,2,911,foto_1452.jpg
1453,2025-04-28,Gabino Garriga Jerez,Soporte,Cambio de ONT,Caída,Corte con cúter,En buen estado,En buen estado,En buen estado,En buen estado,No,1,1113,foto_1453.jpg
1454,2025-02-23,Calisto Severiano Villegas Mas,Mantenimiento,Verificación de señal,Exposición a altura,Atrapado por cable,En buen estado,Dañado,En buen estado,En buen estado,No,2,1006,foto_1454.jpg
1455,2025-04-25,Édgar Guijarro Godoy,Supervisión,Configuración de equipos,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1455.jpg
1456,2025-06-13,José María Ibáñez-Mena,Soporte,Inspección,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1456.jpg
1457,2025-06-06,Azahar Otilia Castelló Fuente,Mantenimiento,Verificación de señal,Sin incidente,Inspección preventiva,No usa,En buen estado,En buen estado,En buen estado,No,0,0,foto_1457.jpg
1458,2025-05-24,Chelo Angélica Duque Gras,Instalaciones,Reparación,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_1458.jpg
1459,2025-06-13,Fulgencio Cárdenas Cerdá,Supervisión,Inspección,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1459.jpg
1460,2025-02-23,Roxana Cabello Montaña,Supervisión,Configuración de equipos,Sin incidente,Sin evento,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_1460.jpg
1461,2025-05-21,Gabriela Ochoa Vendrell,Mantenimiento,Verificación de señal,Golpe,Deslizamiento en escalera,No usa,En buen estado,En buen estado,En buen estado,No,1,773,foto_1461.jpg
1462,2025-04-17,Julia Selena Ibarra Expósito,Supervisión,Verificación de señal,Caída,Inspección preventiva,En buen estado,Dañado,Dañado,En buen estado,No,1,219,foto_1462.jpg
1463,2025-05-01,Luciano Tejada-Rovira,Instalaciones,Tendido de fibra,Descarga eléctrica,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,340,foto_1463.jpg
1464,2025-05-08,Aroa Palma Zabala,Supervisión,Tendido de fibra,Descarga eléctrica,Dedo atrapado en puerta,En buen estado,En buen estado,En buen estado,En buen estado,Sí,4,760,foto_1464.jpg
1465,2025-05-24,Agapito Trillo,Mantenimiento,Tendido de fibra,Caída,Resbalón en techo,Dañado,En buen estado,En buen estado,No inspeccionadas,No,1,536,foto_1465.jpg
1466,2025-03-19,Pío Marcelo Aguilar Nogueira,Soporte,Reparación,Golpe,Contacto con caja sin aislar,No usa,Dañado,En buen estado,Dañadas,No,2,928,foto_1466.jpg
1467,2025-05-17,Ramón Canals Uribe,Mantenimiento,Reparación,Atrapamiento,Deslizamiento en escalera,En buen estado,Dañado,En buen estado,En buen estado,Sí,2,1077,foto_1467.jpg
1468,2025-06-02,Paz Godoy Frías,Instalaciones,Inspección,Sin incidente,Ronda de verificación,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_1468.jpg
1469,2025-05-31,Dorotea Alberto Pelayo,Mantenimiento,Inspección,Caída,Atrapado por cable,En buen estado,En buen estado,En buen estado,En buen estado,No,2,571,foto_1469.jpg
1470,2025-03-04,Estefanía Carlos Lladó,Supervisión,Tendido de fibra,Corte,Atrapado por cable,En buen estado,En buen estado,Dañado,En buen estado,No,4,862,foto_1470.jpg
1471,2025-05-14,Rómulo Cáceres-Poza,Mantenimiento,Inspección,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,Dañadas,Sí,0,0,foto_1471.jpg
1472,2025-05-31,Belen Caparrós Alarcón,Instalaciones,Inspección,Sin incidente,Ronda de verificación,Dañado,No usa,En buen estado,Dañadas,Sí,0,0,foto_1472.jpg
1473,2025-04-16,Epifanio de Haro,Instalaciones,Verificación de señal,Golpe,Deslizamiento en escalera,En buen estado,No usa,Dañado,No inspeccionadas,No,1,1114,foto_1473.jpg
1474,2025-03-18,Isa Andrés Reig,Supervisión,Reparación,Descarga eléctrica,Corte con fibra,No usa,En buen estado,Dañado,En buen estado,No,3,167,foto_1474.jpg
1475,2025-02-21,Florina Alsina Benavides,Soporte,Verificación de señal,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1475.jpg
1476,2025-05-10,Ciro Pacheco Planas,Supervisión,Configuración de equipos,Caída,Reporte rutinario,En buen estado,Dañado,En buen estado,Dañadas,No,2,563,foto_1476.jpg
1477,2025-04-16,Marina Falcón-Ibarra,Supervisión,Instalación ONT,Atrapamiento,Corte con fibra,En buen estado,No usa,En buen estado,Dañadas,No,1,682,foto_1477.jpg
1478,2025-05-24,Josué Fuertes Saez,Supervisión,Tendido de fibra,Sin incidente,Sin evento,En buen estado,No usa,No usa,Dañadas,Sí,0,0,foto_1478.jpg
1479,2025-06-14,Angélica Nicolau Alba,Mantenimiento,Configuración de equipos,Descarga eléctrica,Contacto con caja sin aislar,En buen estado,En buen estado,No usa,En buen estado,No,2,489,foto_1479.jpg
1480,2025-05-24,Marino Duran García,Soporte,Cambio de ONT,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_1480.jpg
1481,2025-03-26,Jeremías Pardo Borja,Mantenimiento,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_1481.jpg
1482,2025-05-22,Encarnacion Artigas Armas,Mantenimiento,Reparación,Sin incidente,Reporte rutinario,En buen estado,Dañado,En buen estado,Dañadas,Sí,0,0,foto_1482.jpg
1483,2025-04-20,Guadalupe Barbero,Supervisión,Instalación ONT,Golpe,Resbalón en terreno mojado,No usa,Dañado,En buen estado,Dañadas,Sí,3,313,foto_1483.jpg
1484,2025-06-11,Blanca Ramos Andrade,Soporte,Cambio de ONT,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,No inspeccionadas,Sí,0,0,foto_1484.jpg
1485,2025-06-15,Gilberto Jara Linares,Supervisión,Tendido de fibra,Corte,Corte con cúter,En buen estado,En buen estado,En buen estado,En buen estado,Sí,3,1006,foto_1485.jpg
1486,2025-03-03,Toño Amaya Castells,Instalaciones,Inspección,Sin incidente,Ronda de verificación,En buen estado,Dañado,En buen estado,En buen estado,Sí,0,0,foto_1486.jpg
1487,2025-06-17,Noemí Torrens Montaña,Soporte,Instalación ONT,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_1487.jpg
1488,2025-03-26,Anastasio Tejera Marqués,Supervisión,Cambio de ONT,Corte,Atrapado por cable,En buen estado,En buen estado,No usa,En buen estado,No,1,313,foto_1488.jpg
1489,2025-04-10,Jenaro Buendía Bermúdez,Mantenimiento,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,No usa,En buen estado,En buen estado,Sí,0,0,foto_1489.jpg
1490,2025-03-24,Eva Tenorio Godoy,Mantenimiento,Reparación,Corte,Atrapado por cable,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,428,foto_1490.jpg
1491,2025-04-03,Joan Jose Francisco Mascaró Solana,Mantenimiento,Reparación,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1491.jpg
1492,2025-04-11,Juan Carlos Martínez Ramírez,Soporte,Verificación de señal,Sin incidente,Reporte rutinario,Dañado,En buen estado,No usa,Dañadas,No,0,0,foto_1492.jpg
1493,2025-04-28,Olga Company,Supervisión,Reparación,Caída,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,2,1098,foto_1493.jpg
1494,2025-03-26,Filomena de Sandoval,Soporte,Cambio de ONT,Caída,Caída de escalera,En buen estado,No usa,En buen estado,Dañadas,No,1,738,foto_1494.jpg
1495,2025-05-26,Alma Jordán Jimenez,Instalaciones,Instalación ONT,Caída,Corte con cúter,En buen estado,En buen estado,En buen estado,En buen estado,No,1,1155,foto_1495.jpg
1496,2025-05-14,Armida Rosell-Mariño,Mantenimiento,Verificación de señal,Descarga eléctrica,Inspección preventiva,En buen estado,Dañado,En buen estado,En buen estado,No,3,374,foto_1496.jpg
1497,2025-04-07,Carolina Escalona Román,Mantenimiento,Cambio de ONT,Caída,Contacto accidental,En buen estado,En buen estado,En buen estado,En buen estado,No,2,138,foto_1497.jpg
1498,2025-03-14,Cosme Amo,Mantenimiento,Tendido de fibra,Descarga eléctrica,Trabajando en poste sin arnés,En buen estado,No usa,En buen estado,En buen estado,Sí,2,1034,foto_1498.jpg
1499,2025-04-01,Leoncio Montero Valera,Soporte,Instalación ONT,Golpe,Dedo atrapado en puerta,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,2,718,foto_1499.jpg
1500,2025-02-26,Carolina Pía Botella Mur,Supervisión,Reparación,Sin incidente,Inspección preventiva,En buen estado,Dañado,No usa,Dañadas,Sí,0,0,foto_1500.jpg
1501,2025-05-30,Teodoro del Torres,Instalaciones,Inspección,Exposición a altura,Deslizamiento en escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,1,687,foto_1501.jpg
1502,2025-03-23,Angélica Belda Barberá,Instalaciones,Instalación ONT,Sin incidente,Sin evento,No usa,No usa,No usa,En buen estado,Sí,0,0,foto_1502.jpg
1503,2025-02-27,Octavia Calderón Robles,Soporte,Configuración de equipos,Descarga eléctrica,Dedo atrapado en puerta,En buen estado,En buen estado,En buen estado,En buen estado,No,2,75,foto_1503.jpg
1504,2025-06-07,Darío Santana Ugarte,Mantenimiento,Reparación,Caída,Ronda de verificación,En buen estado,En buen estado,En buen estado,No inspeccionadas,Sí,3,880,foto_1504.jpg
1505,2025-03-12,Modesto Maximiano Luján Serrano,Mantenimiento,Cambio de ONT,Corte,Deslizamiento en escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,3,1059,foto_1505.jpg
1506,2025-06-05,Heliodoro del Amorós,Mantenimiento,Inspección,Sin incidente,Sin evento,No usa,En buen estado,No usa,En buen estado,Sí,0,0,foto_1506.jpg
1507,2025-05-16,José Anaya Barroso,Mantenimiento,Cambio de ONT,Corte,Corte con fibra,Dañado,En buen estado,En buen estado,No inspeccionadas,No,5,295,foto_1507.jpg
1508,2025-04-17,Bienvenida Roxana Bernal Martínez,Mantenimiento,Verificación de señal,Caída,Resbalón en terreno mojado,Dañado,No usa,En buen estado,En buen estado,No,1,784,foto_1508.jpg
1509,2025-03-19,Herminia del Romeu,Instalaciones,Configuración de equipos,Corte,Dedo atrapado en puerta,No usa,Dañado,En buen estado,Dañadas,No,1,442,foto_1509.jpg
1510,2025-02-26,Camilo Zapata Planas,Supervisión,Inspección,Corte,Atrapado por cable,En buen estado,En buen estado,En buen estado,Dañadas,No,2,459,foto_1510.jpg
1511,2025-03-22,Alejandra Luna Galván,Mantenimiento,Verificación de señal,Sin incidente,Ronda de verificación,No usa,No usa,En buen estado,En buen estado,No,0,0,foto_1511.jpg
1512,2025-02-25,Nazaret Poncio Gilabert Suarez,Soporte,Instalación ONT,Caída,Corte con fibra,En buen estado,Dañado,En buen estado,Dañadas,No,1,175,foto_1512.jpg
1513,2025-05-12,Albano Mendizábal Pedrero,Soporte,Tendido de fibra,Exposición a altura,Dedo atrapado en puerta,En buen estado,En buen estado,En buen estado,Dañadas,Sí,3,1120,foto_1513.jpg
1514,2025-05-04,Marciano Heriberto Cuenca Méndez,Supervisión,Cambio de ONT,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1514.jpg
1515,2025-05-29,Silvia Salom Torralba,Instalaciones,Reparación,Golpe,Reporte rutinario,Dañado,En buen estado,En buen estado,En buen estado,Sí,3,1162,foto_1515.jpg
1516,2025-05-11,Juliana Cervera Casado,Mantenimiento,Configuración de equipos,Sin incidente,Ronda de verificación,En buen estado,Dañado,En buen estado,En buen estado,Sí,0,0,foto_1516.jpg
1517,2025-03-10,Eloísa Nogueira Quevedo,Soporte,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_1517.jpg
1518,2025-05-28,Sandra Rico Solana,Soporte,Configuración de equipos,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1518.jpg
1519,2025-06-17,Luis Ángel Santamaría Carpio,Mantenimiento,Reparación,Descarga eléctrica,Reporte rutinario,Dañado,No usa,En buen estado,No inspeccionadas,No,1,195,foto_1519.jpg
1520,2025-03-06,Anunciación Puerta Soler,Supervisión,Cambio de ONT,Exposición a altura,Contacto con caja sin aislar,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,2,1003,foto_1520.jpg
1521,2025-02-26,Rosenda Mar Vilar Luz,Soporte,Configuración de equipos,Golpe,Atrapado por cable,No usa,En buen estado,En buen estado,En buen estado,Sí,1,570,foto_1521.jpg
1522,2025-05-22,Benigna Macías Páez,Mantenimiento,Reparación,Sin incidente,Inspección preventiva,No usa,Dañado,Dañado,En buen estado,Sí,0,0,foto_1522.jpg
1523,2025-05-19,Jordi Diaz-Neira,Soporte,Inspección,Sin incidente,Inspección preventiva,En buen estado,En buen estado,Dañado,Dañadas,Sí,0,0,foto_1523.jpg
1524,2025-05-28,Calixta Carbonell Puente,Instalaciones,Tendido de fibra,Corte,Resbalón en terreno mojado,En buen estado,Dañado,En buen estado,En buen estado,Sí,1,1016,foto_1524.jpg
1525,2025-05-14,Gertrudis Lledó Ferrero,Mantenimiento,Tendido de fibra,Sin incidente,Inspección preventiva,En buen estado,No usa,No usa,En buen estado,Sí,0,0,foto_1525.jpg
1526,2025-04-06,Esther Vaquero,Mantenimiento,Configuración de equipos,Atrapamiento,Golpe con herramienta,En buen estado,En buen estado,En buen estado,En buen estado,No,1,131,foto_1526.jpg
1527,2025-03-09,Susanita Cánovas,Soporte,Reparación,Atrapamiento,Impacto por herramienta,En buen estado,En buen estado,Dañado,En buen estado,No,2,701,foto_1527.jpg
1528,2025-03-07,Julieta Castells-Español,Soporte,Reparación,Golpe,Impacto por herramienta,Dañado,Dañado,En buen estado,En buen estado,No,1,779,foto_1528.jpg
1529,2025-05-10,José Antonio Canals Castañeda,Supervisión,Inspección,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,No inspeccionadas,No,0,0,foto_1529.jpg
1530,2025-04-16,José Antonio Fabra Miró,Soporte,Reparación,Atrapamiento,Dedo atrapado en puerta,Dañado,En buen estado,En buen estado,En buen estado,No,1,486,foto_1530.jpg
1531,2025-03-17,Edelmira Graciela Poza Campos,Supervisión,Reparación,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,Dañadas,Sí,0,0,foto_1531.jpg
1532,2025-05-16,Priscila Tamarit Lozano,Supervisión,Inspección,Exposición a altura,Corte con fibra,En buen estado,En buen estado,En buen estado,En buen estado,No,1,482,foto_1532.jpg
1533,2025-05-13,Manola Dolores Solís Ribera,Soporte,Tendido de fibra,Golpe,Corte con cúter,En buen estado,No usa,No usa,En buen estado,No,3,940,foto_1533.jpg
1534,2025-06-10,Azahar Campoy Moraleda,Supervisión,Cambio de ONT,Atrapamiento,Corte con fibra,En buen estado,No usa,En buen estado,Dañadas,No,1,731,foto_1534.jpg
1535,2025-05-14,Araceli Morales-Prat,Instalaciones,Instalación ONT,Sin incidente,Inspección preventiva,Dañado,En buen estado,Dañado,No inspeccionadas,No,0,0,foto_1535.jpg
1536,2025-03-28,Máxima Navarro Antúnez,Supervisión,Configuración de equipos,Caída,Ronda de verificación,En buen estado,Dañado,En buen estado,En buen estado,No,1,555,foto_1536.jpg
1537,2025-04-16,Jordán Isidro Rosales Maldonado,Supervisión,Inspección,Sin incidente,Inspección preventiva,En buen estado,En buen estado,No usa,En buen estado,No,0,0,foto_1537.jpg
1538,2025-05-08,Josué Quirós Yuste,Instalaciones,Inspección,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1538.jpg
1539,2025-06-16,Amor Gordillo Gonzalo,Mantenimiento,Tendido de fibra,Sin incidente,Reporte rutinario,Dañado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1539.jpg
1540,2025-05-18,Rosalina Haydée Ochoa Lorenzo,Soporte,Reparación,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_1540.jpg
1541,2025-04-20,Aroa Zabaleta Sáenz,Soporte,Instalación ONT,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1541.jpg
1542,2025-02-26,Edelmira Carbajo Lluch,Soporte,Configuración de equipos,Exposición a altura,Trabajando en poste sin arnés,En buen estado,En buen estado,En buen estado,No inspeccionadas,Sí,2,589,foto_1542.jpg
1543,2025-05-22,Adelina Arenas Solana,Soporte,Configuración de equipos,Descarga eléctrica,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,Sí,1,556,foto_1543.jpg
1544,2025-03-01,Eleuterio Soria Moraleda,Instalaciones,Inspección,Sin incidente,Inspección preventiva,No usa,En buen estado,En buen estado,En buen estado,No,0,0,foto_1544.jpg
1545,2025-06-15,Isidora Abad Espejo,Soporte,Tendido de fibra,Sin incidente,Ronda de verificación,En buen estado,No usa,En buen estado,En buen estado,Sí,0,0,foto_1545.jpg
1546,2025-04-03,Anita Ema Navarro Sabater,Instalaciones,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_1546.jpg
1547,2025-04-01,Ámbar del Frutos,Supervisión,Configuración de equipos,Sin incidente,Sin evento,En buen estado,Dañado,En buen estado,En buen estado,Sí,0,0,foto_1547.jpg
1548,2025-03-09,Bautista del Mendizábal,Instalaciones,Cambio de ONT,Sin incidente,Reporte rutinario,En buen estado,Dañado,En buen estado,Dañadas,No,0,0,foto_1548.jpg
1549,2025-02-28,Porfirio Isern,Mantenimiento,Configuración de equipos,Golpe,Contacto accidental,En buen estado,En buen estado,En buen estado,En buen estado,No,3,260,foto_1549.jpg
1550,2025-04-02,Luis Miguel de Yáñez,Supervisión,Reparación,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1550.jpg
1551,2025-06-14,Severo Patiño Ariño,Mantenimiento,Inspección,Descarga eléctrica,Ronda de verificación,En buen estado,Dañado,En buen estado,En buen estado,Sí,1,867,foto_1551.jpg
1552,2025-03-05,Isabela Chacón Taboada,Soporte,Cambio de ONT,Corte,Ronda de verificación,Dañado,En buen estado,En buen estado,No inspeccionadas,Sí,1,915,foto_1552.jpg
1553,2025-05-03,Natalio Pascual Méndez,Soporte,Configuración de equipos,Corte,Contacto accidental,No usa,En buen estado,En buen estado,En buen estado,No,1,1096,foto_1553.jpg
1554,2025-03-29,Berta del Franch,Instalaciones,Configuración de equipos,Sin incidente,Sin evento,En buen estado,No usa,En buen estado,Dañadas,No,0,0,foto_1554.jpg
1555,2025-03-05,Vidal Mariscal-Macias,Soporte,Cambio de ONT,Sin incidente,Ronda de verificación,En buen estado,Dañado,Dañado,Dañadas,Sí,0,0,foto_1555.jpg
1556,2025-02-24,Eli Débora Arroyo Carrillo,Mantenimiento,Inspección,Sin incidente,Sin evento,En buen estado,No usa,No usa,En buen estado,No,0,0,foto_1556.jpg
1557,2025-04-06,Evelia Solano Duarte,Mantenimiento,Instalación ONT,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1557.jpg
1558,2025-06-01,Marisa de Menéndez,Mantenimiento,Reparación,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1558.jpg
1559,2025-04-30,Eligio Baquero Espejo,Mantenimiento,Verificación de señal,Sin incidente,Sin evento,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_1559.jpg
1560,2025-04-25,Amador Macias Farré,Soporte,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1560.jpg
1561,2025-03-19,Ignacia Olivera Bellido,Soporte,Instalación ONT,Caída,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,2,551,foto_1561.jpg
1562,2025-03-16,Isabel Albina Bustos Sandoval,Mantenimiento,Verificación de señal,Caída,Contacto con caja sin aislar,En buen estado,En buen estado,No usa,En buen estado,Sí,2,1108,foto_1562.jpg
1563,2025-03-26,Yaiza Samper Fabregat,Instalaciones,Configuración de equipos,Golpe,Reporte rutinario,Dañado,Dañado,Dañado,En buen estado,No,4,308,foto_1563.jpg
1564,2025-04-15,Remigio Bauzà Alfaro,Instalaciones,Configuración de equipos,Corte,Impacto por herramienta,En buen estado,En buen estado,En buen estado,En buen estado,No,3,640,foto_1564.jpg
1565,2025-06-05,Jafet Lobo,Instalaciones,Tendido de fibra,Golpe,Inspección preventiva,En buen estado,En buen estado,En buen estado,Dañadas,No,1,321,foto_1565.jpg
1566,2025-06-13,Leonor Casado Neira,Mantenimiento,Verificación de señal,Descarga eléctrica,Golpe con herramienta,En buen estado,En buen estado,En buen estado,En buen estado,No,3,988,foto_1566.jpg
1567,2025-05-14,Pepe Reinaldo Cornejo Fuentes,Mantenimiento,Tendido de fibra,Sin incidente,Reporte rutinario,No usa,No usa,Dañado,En buen estado,No,0,0,foto_1567.jpg
1568,2025-03-20,Porfirio Herrera-Valencia,Soporte,Verificación de señal,Sin incidente,Reporte rutinario,No usa,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_1568.jpg
1569,2025-06-09,Florentina Niño Pou,Mantenimiento,Cambio de ONT,Sin incidente,Ronda de verificación,En buen estado,Dañado,En buen estado,Dañadas,Sí,0,0,foto_1569.jpg
1570,2025-03-11,Irene Marco Yáñez,Instalaciones,Inspección,Golpe,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,4,385,foto_1570.jpg
1571,2025-06-11,Benigno Múgica Esteban,Instalaciones,Instalación ONT,Sin incidente,Sin evento,No usa,En buen estado,En buen estado,En buen estado,Sí,0,0,foto_1571.jpg
1572,2025-03-25,Juan Bautista Cid Artigas,Soporte,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,No usa,En buen estado,En buen estado,No,0,0,foto_1572.jpg
1573,2025-03-27,Felipe Valls-Gargallo,Instalaciones,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1573.jpg
1574,2025-06-14,Jorge Boix,Supervisión,Configuración de equipos,Golpe,Caída de escalera,Dañado,Dañado,En buen estado,En buen estado,No,1,786,foto_1574.jpg
1575,2025-04-04,María Cristina Cazorla Corominas,Supervisión,Instalación ONT,Descarga eléctrica,Caída de escalera,En buen estado,En buen estado,En buen estado,En buen estado,No,2,245,foto_1575.jpg
1576,2025-03-19,Eva María Ríos Salazar,Soporte,Configuración de equipos,Golpe,Golpe con herramienta,No usa,Dañado,En buen estado,En buen estado,No,2,949,foto_1576.jpg
1577,2025-04-09,Dionisia Grande Zaragoza,Supervisión,Instalación ONT,Caída,Impacto por herramienta,En buen estado,Dañado,En buen estado,En buen estado,Sí,2,884,foto_1577.jpg
1578,2025-03-14,Gil Sebastián Quiroga Font,Supervisión,Verificación de señal,Sin incidente,Ronda de verificación,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1578.jpg
1579,2025-04-01,Jaime Vilalta-Francisco,Instalaciones,Reparación,Caída,Impacto por herramienta,Dañado,No usa,En buen estado,En buen estado,No,2,264,foto_1579.jpg
1580,2025-06-18,Fátima Sancho Catalá,Instalaciones,Verificación de señal,Atrapamiento,Impacto por herramienta,No usa,En buen estado,En buen estado,No inspeccionadas,No,1,1055,foto_1580.jpg
1581,2025-05-20,Ezequiel Seguí Ortiz,Mantenimiento,Cambio de ONT,Caída,Contacto accidental,En buen estado,En buen estado,En buen estado,En buen estado,Sí,2,365,foto_1581.jpg
1582,2025-03-13,Heliodoro Lucio Castell Pedraza,Soporte,Reparación,Corte,Ronda de verificación,No usa,En buen estado,En buen estado,En buen estado,No,2,530,foto_1582.jpg
1583,2025-05-16,Águeda Calvo,Soporte,Inspección,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1583.jpg
1584,2025-03-27,Rufina Navarro Beltrán,Instalaciones,Instalación ONT,Exposición a altura,Trabajando en poste sin arnés,En buen estado,Dañado,En buen estado,Dañadas,No,5,307,foto_1584.jpg
1585,2025-06-01,Pía Ríos Franco,Mantenimiento,Verificación de señal,Sin incidente,Inspección preventiva,En buen estado,Dañado,En buen estado,Dañadas,Sí,0,0,foto_1585.jpg
1586,2025-05-26,Trinidad Molina Riera,Instalaciones,Cambio de ONT,Descarga eléctrica,Deslizamiento en escalera,En buen estado,En buen estado,En buen estado,Dañadas,No,4,903,foto_1586.jpg
1587,2025-04-24,Ágata Múgica Mendoza,Supervisión,Configuración de equipos,Descarga eléctrica,Resbalón en techo,En buen estado,No usa,En buen estado,En buen estado,No,1,848,foto_1587.jpg
1588,2025-04-13,Gil José María Roldán Fuertes,Soporte,Cambio de ONT,Caída,Reporte rutinario,No usa,Dañado,En buen estado,En buen estado,Sí,1,828,foto_1588.jpg
1589,2025-05-26,Isidro Martorell Malo,Supervisión,Cambio de ONT,Sin incidente,Ronda de verificación,Dañado,No usa,En buen estado,En buen estado,No,0,0,foto_1589.jpg
1590,2025-03-04,Rogelio Uría,Supervisión,Cambio de ONT,Golpe,Corte con cúter,En buen estado,Dañado,No usa,No inspeccionadas,Sí,1,1006,foto_1590.jpg
1591,2025-03-30,Isaura Barragán Aller,Supervisión,Configuración de equipos,Corte,Resbalón en terreno mojado,En buen estado,En buen estado,Dañado,En buen estado,Sí,1,1180,foto_1591.jpg
1592,2025-05-21,Alonso Aitor Dávila Baquero,Supervisión,Verificación de señal,Sin incidente,Ronda de verificación,En buen estado,Dañado,No usa,En buen estado,No,0,0,foto_1592.jpg
1593,2025-03-18,Dorita de Cerezo,Instalaciones,Cambio de ONT,Sin incidente,Inspección preventiva,En buen estado,Dañado,En buen estado,En buen estado,No,0,0,foto_1593.jpg
1594,2025-02-25,Miguel Ángel Paredes,Instalaciones,Instalación ONT,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1594.jpg
1595,2025-05-19,Marianela Cazorla Antón,Supervisión,Instalación ONT,Sin incidente,Reporte rutinario,En buen estado,En buen estado,En buen estado,Dañadas,No,0,0,foto_1595.jpg
1596,2025-03-11,Consuelo Sanchez-Pedrero,Supervisión,Tendido de fibra,Golpe,Corte con cúter,En buen estado,En buen estado,En buen estado,No inspeccionadas,Sí,4,1111,foto_1596.jpg
1597,2025-03-18,Adrián Marcial Muñoz Marín,Mantenimiento,Cambio de ONT,Sin incidente,Ronda de verificación,No usa,En buen estado,No usa,En buen estado,No,0,0,foto_1597.jpg
1598,2025-04-21,Mamen Capdevila,Instalaciones,Cambio de ONT,Exposición a altura,Resbalón en terreno mojado,En buen estado,No usa,En buen estado,Dañadas,No,2,1084,foto_1598.jpg
1599,2025-03-06,Mariano Ezequiel Puente Jaume,Soporte,Configuración de equipos,Sin incidente,Inspección preventiva,En buen estado,En buen estado,En buen estado,En buen estado,No,0,0,foto_1599.jpg
